programme_id,event_id,lieu_id,nom_item,type_item,date,heure_debut,heure_fin,scene_salle,prix_item,url,notes,genre,artiste_id,description_item,image_url,billetterie_url,duree_min,public_cible,langue,scraped_at,film_id,form,moods,mood_source,mood_confiance,genres_mood
PTMP_L138_527_09011330,ETMP_L138_314942_0901,L138,"Vaiana, la légende du bout du monde",film,2026-09-01,13:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=314942.html,Réal: Thomas Kail | Langue:VF | Version:DUBBED,animation_jeune_public,,"Répondant à l’appel de l’océan, Vaiana s’aventure pour la première fois par-delà le récif de son île de Motunui. Accompagnée du célèbre demi-dieu Maui, elle embarque pour un voyage inoubliable destiné à permettre à son peuple de retrouver sa prospérité…",https://fr.web.img4.acsta.net/img/49/13/4913eda52c42338d6920439130cec93a.jpg,https://s.pathe.fr/en/V3364S188647/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,116,tout_public,VF,2026-08-24T15:25:45,F0016,cine,,pitch,basse,animation|famille|jeunesse|voyage|aventure
PTMP_L138_528_09011330,ETMP_L138_1000022217_0901,L138,Marius et le Royaume des mers,film,2026-09-01,13:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000022217.html,Réal: Endre Skandfer | Langue:VF | Version:DUBBED,animation_jeune_public,,"Au beau milieu de l’océan se cache une île merveilleuse peuplée de serpents de mer. Parmi eux vit Marius, qui n’est pas tout à fait comme les autres : il ne sait pas nager ! Mais lorsqu’un danger menace leur île, il n’a plus le choix : armé de tout son courage, il se lance dans une aventure extraordinaire. Pour sauver les siens, Marius va devoir se jeter à l’eau et prouver qu’il peut devenir un héros.",https://fr.web.img6.acsta.net/img/de/07/de07c88f2baa5a2d8f890dc5d7b39326.jpg,https://s.pathe.fr/en/V3364S188646/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,80,tout_public,VF,2026-08-24T15:25:45,F0038,cine,,pitch,basse,animation|famille|jeunesse|aventure
PTMP_L138_531_09011345,ETMP_L138_1000013045_0901,L138,L'Odyssée,film,2026-09-01,13:45,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000013045.html,Réal: Christopher Nolan | Langue:VF | Version:DUBBED,fiction,,"L’Odyssée est une épopée mythique tournée à travers le monde qui suit le retour d'Ulysse vers Ithaque. Pour la première fois, la saga fondatrice d'Homère est portée sur les écrans de manière spectaculaire avec la toute dernière technologie IMAX.",https://fr.web.img6.acsta.net/img/a7/70/a770a3822c90a655af05961cda53f3a1.jpg,https://s.pathe.fr/en/V3364S188650/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,173,Interdit - 12 ans,VF,2026-08-24T15:25:45,F0002,cine,,pitch,basse,fiction|concert
PTMP_L138_535_09011345,ETMP_L138_294281_0901,L138,La Bataille de Gaulle - Partie 2 : J’écris ton nom,film,2026-09-01,13:45,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=294281.html,Réal: Antonin Baudry | Langue:VF | Version:LOCAL,fiction,,"Juin 1940. La France s'effondre et signe l’armistice. Au milieu du chaos, un homme refuse de céder. Seul contre tous, ce général inconnu s'échappe vers Londres pour sauver ce qu'il reste d'un rêve : la liberté.",https://fr.web.img5.acsta.net/img/fe/af/feaf214ef84e96e437f8c65e7c540e86.jpg,https://s.pathe.fr/en/V3364S188651/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,160,tout_public,VF,2026-08-24T15:25:45,F0018,cine,,pitch,basse,fiction|histoire|guerre
PTMP_L138_537_09011345,ETMP_L138_134925_0901,L138,Harry Potter et les reliques de la mort - partie 2,film,2026-09-01,13:45,,"E_4DX,PLF",,https://www.allocine.fr/film/fichefilm_gen_cfilm=134925.html,Réal: David Yates | Langue:VF | Version:DUBBED,patrimoine_retro,,"Dans la 2e Partie de cet épisode final, le combat entre les puissances du bien et du mal de l’univers des sorciers se transforme en guerre sans merci. Les enjeux n’ont jamais été si considérables et personne n’est en sécurité.",https://fr.web.img3.acsta.net/medias/nmedia/18/78/64/49/19762436.jpg,https://s.pathe.fr/en/V3364S185587/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,130,tout_public,VF,2026-08-24T15:25:45,F0097,cine,,pitch,basse,patrimoine|retro|historique|action|guerre
PTMP_L138_539_09011350,ETMP_L138_1000032856_0901,L138,Tombé du ciel,film,2026-09-01,13:50,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000032856.html,Réal: Mohamed Hamidi | Langue:VF | Version:LOCAL,animation_jeune_public,,"Ilyes mène une vie joyeuse dans la banlieue de Roubaix. Seul problème : le bac. Après avoir échoué deux fois, c’est sa dernière chance de l’avoir et de rendre enfin fier ses parents. Mais un incendie survient pendant le bac blanc, et on l’accuse d’en être à l’origine… Exclu de son lycée, il doit quitter son quartier et aller dans le seul établissement qui l’accepte : le pensionnat catholique de Saint-Albert-le-Grand, en Bourgogne. Entre choc des cultures et quête de rédemption, Ilyes va devoir s",https://fr.web.img5.acsta.net/img/78/a7/78a70db88122966584f6dd674da06a6d.jpg,https://s.pathe.fr/en/V3364S188652/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,92,tout_public,VF,2026-08-24T15:25:45,F0004,cine,,pitch,basse,animation|famille|jeunesse
PTMP_L138_543_09011400,ETMP_L138_320681_0901,L138,La Pat' Patrouille : Le film mission Dino,film,2026-09-01,14:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=320681.html,Réal: Cal Brunker | Langue:VF | Version:DUBBED,animation_jeune_public,,"Lorsqu’une mystérieuse tempête surprend leur navire, la Pat’ Patrouille s’échoue sur une île tropicale encore inexplorée… et peuplée de dinosaures !",https://fr.web.img6.acsta.net/img/bb/35/bb358019448f4fcd5c37b0d19c04fd0d.jpg,https://s.pathe.fr/en/V3364S188714/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,88,tout_public,VF,2026-08-24T15:25:45,F0008,cine,intense,pitch,haute,animation|famille|jeunesse|action
PTMP_L138_544_09011400,ETMP_L138_1000019899_0901,L138,Juste pour une nuit,film,2026-09-01,14:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000019899.html,Réal: Will Gluck | Langue:VF | Version:DUBBED,fiction,,"Dans un New York légèrement dystopique où les relations hors mariage sont interdites, Allie et Owen, deux inconnus en manque d’amour qui vont se croiser lors de la seule nuit de l’année où les célibataires sont autorisés à coucher ensemble.",https://fr.web.img3.acsta.net/img/3e/e5/3ee55833da929172da915df8db4d24b0.jpg,https://s.pathe.fr/en/V3364S188713/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,102,tout_public,VF,2026-08-24T15:25:45,F0037,cine,,pitch,basse,fiction|romance|amour
PTMP_L138_518_09011415,ETMP_L138_321617_0901,L138,Bombonera,film,2026-09-01,14:15,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=321617.html,Réal: Syrine Boulanouar | Langue:VF | Version:LOCAL,fiction,,"Enzo, sans domicile, enchaîne les arnaques sur le dos de jeunes prodiges du ballon. Lors de la sélection des joueurs en vue d’un important tournoi de streetfoot dans son stade, il entrevoit un très grand potentiel en la personne de Lisa, 14 ans, jeune fille déterminée à devenir la première femme à jouer parmi des garçons…",https://fr.web.img2.acsta.net/img/fe/2d/fe2d216ab8e9ede95871ac7b99d049eb.jpg,https://s.pathe.fr/en/V3364S188709/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,87,tout_public,VF,2026-08-24T15:25:45,F0019,cine,,pitch,basse,fiction
PTMP_L138_546_09011415,ETMP_L138_314503_0901,L138,La fin d’Oak Street,film,2026-09-01,14:15,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=314503.html,Réal: David Robert Mitchell | Langue:VF | Version:DUBBED,fiction,,"Suite à un étrange événement cosmique, le quartier d’Oak Street se retrouve transporté en un lieu mystérieux. Les Platt, qui ne reconnaissent plus leur environnement familier, ne tardent pas à comprendre qu’il leur faut absolument rester unis s’ils veulent s’en sortir.",https://fr.web.img6.acsta.net/img/2b/1b/2b1bc2ebbf00d185baa83a18177317c6.jpg,https://s.pathe.fr/en/V3364S188653/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,100,tout_public,VF,2026-08-24T15:25:45,F0006,cine,,pitch,basse,fiction
PTMP_L138_551_09011415,ETMP_L138_1000031160_0901,L138,Le Triangle d'or,film,2026-09-01,14:15,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000031160.html,Réal: Hélène Rosselet-Ruiz | Langue:VF | Version:LOCAL,fiction,,"Pour gagner sa vie, Laura accepte un emploi au service de Souria. Installée dans un hôtel particulier du triangle d’or par son amant, un riche prince saoudien, Souria vit dans l’attente de ses visites.",https://fr.web.img5.acsta.net/img/8e/81/8e81e196c0cbbb89bdbbc4b45d4ded0c.jpg,https://s.pathe.fr/en/V3364S188718/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,87,tout_public,VF,2026-08-24T15:25:45,F0042,cine,,pitch,basse,fiction
PTMP_L138_552_09011430,ETMP_L138_276608_0901,L138,Spider-Man: Brand New Day,film,2026-09-01,14:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=276608.html,Réal: Destin Daniel Cretton | Langue:VF | Version:DUBBED,fiction,,"C’est un tout nouveau jour pour Peter Parker Dans un monde qui ne se souvient plus de lui, il poursuit sans relâche sa lutte contre la criminalité. Mais le sentiment d’avoir été oublié par ses amis qui avancent désormais sans lui provoque un changement chez Peter qu’il n’est peut-être pas en mesure de contrôler. Et pourtant, c’est cette mutation qui pourrait être sa seule chance de s’opposer à un adversaire terrifiant, capable d’agir sans jamais être repéré et prêt à s’attaquer à la ville et à t",https://fr.web.img5.acsta.net/img/cd/90/cd90255ae37ff659dab73bd1c422c9b5.jpg,https://s.pathe.fr/en/V3364S188659/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,145,tout_public,VF,2026-08-24T15:25:45,F0001,cine,,pitch,basse,fiction|amitie
PTMP_L138_529_09011500,ETMP_L138_1000013045_0901,L138,L'Odyssée,film,2026-09-01,15:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000013045.html,Réal: Christopher Nolan | Langue:VOSTFR | Version:ORIGINAL,fiction,,"L’Odyssée est une épopée mythique tournée à travers le monde qui suit le retour d'Ulysse vers Ithaque. Pour la première fois, la saga fondatrice d'Homère est portée sur les écrans de manière spectaculaire avec la toute dernière technologie IMAX.",https://fr.web.img6.acsta.net/img/a7/70/a770a3822c90a655af05961cda53f3a1.jpg,https://s.pathe.fr/en/V3364S188660/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,173,Interdit - 12 ans,VOSTFR,2026-08-24T15:25:45,F0002,cine,,pitch,basse,fiction|concert
PTMP_L138_521_09011520,ETMP_L138_257425_0901,L138,Tad l'explorateur et la lampe magique,film,2026-09-01,15:20,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=257425.html,Réal: Enrique Gato | Langue:VF | Version:DUBBED,animation_jeune_public,,"Tad et Sara sont désormais les heureux parents d’Oli, une adorable et intrépide petite fille de deux ans. Le bonheur de la petite famille fait un peu de l’ombre à Momie, qui a l’impression de passer au second plan. Alors qu’en vacances à Londres la bande met la main sur la Lampe Merveilleuse des Mille et Une Nuits, Momie formule un vœu inattendu : voyager dans le temps pour retourner à l’époque de sa jeunesse où tout le monde l’adorait. Tad, Sara et toute l’équipe n’ont alors d’autre choix que d",https://fr.web.img2.acsta.net/img/7a/89/7a89c362c3c4180669ce471a947d2f70.jpg,https://s.pathe.fr/en/V3364S188661/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,95,tout_public,VF,2026-08-24T15:25:45,F0007,cine,tendre,pitch,haute,animation|famille|jeunesse|voyage|aventure
PTMP_L138_523_09011600,ETMP_L138_1000002942_0901,L138,Mutiny,film,2026-09-01,16:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000002942.html,Réal: Jean-François Richet | Langue:VF | Version:DUBBED,fiction,,"Cole Reed, ancien agent des forces spéciales reconverti en chef de sécurité, est accusé à tort du meurtre de son patron. Remontant le fil de la machination dont il est victime, il se retrouve piégé à bord d’un porte-conteneurs dont l’équipage est composé de mercenaires. En haute mer, Reed ne pourra compter sur aucune aide…",https://fr.web.img6.acsta.net/img/f6/c9/f6c9bc96111477a457737412606a7dd7.jpg,https://s.pathe.fr/en/V3364S188664/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,95,Interdit - 12 ans,VF,2026-08-24T15:25:45,F0013,cine,intense,pitch,haute,fiction|thriller|crime
PTMP_L138_540_09011600,ETMP_L138_1000032856_0901,L138,Tombé du ciel,film,2026-09-01,16:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000032856.html,Réal: Mohamed Hamidi | Langue:VF | Version:LOCAL,animation_jeune_public,,"Ilyes mène une vie joyeuse dans la banlieue de Roubaix. Seul problème : le bac. Après avoir échoué deux fois, c’est sa dernière chance de l’avoir et de rendre enfin fier ses parents. Mais un incendie survient pendant le bac blanc, et on l’accuse d’en être à l’origine… Exclu de son lycée, il doit quitter son quartier et aller dans le seul établissement qui l’accepte : le pensionnat catholique de Saint-Albert-le-Grand, en Bourgogne. Entre choc des cultures et quête de rédemption, Ilyes va devoir s",https://fr.web.img5.acsta.net/img/78/a7/78a70db88122966584f6dd674da06a6d.jpg,https://s.pathe.fr/en/V3364S188663/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,92,tout_public,VF,2026-08-24T15:25:45,F0004,cine,,pitch,basse,animation|famille|jeunesse
PTMP_L138_553_09011610,ETMP_L138_276608_0901,L138,Spider-Man: Brand New Day,film,2026-09-01,16:10,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=276608.html,Réal: Destin Daniel Cretton | Langue:VF | Version:DUBBED,fiction,,"C’est un tout nouveau jour pour Peter Parker Dans un monde qui ne se souvient plus de lui, il poursuit sans relâche sa lutte contre la criminalité. Mais le sentiment d’avoir été oublié par ses amis qui avancent désormais sans lui provoque un changement chez Peter qu’il n’est peut-être pas en mesure de contrôler. Et pourtant, c’est cette mutation qui pourrait être sa seule chance de s’opposer à un adversaire terrifiant, capable d’agir sans jamais être repéré et prêt à s’attaquer à la ville et à t",https://fr.web.img5.acsta.net/img/cd/90/cd90255ae37ff659dab73bd1c422c9b5.jpg,https://s.pathe.fr/en/V3364S188665/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,145,tout_public,VF,2026-08-24T15:25:45,F0001,cine,,pitch,basse,fiction|amitie
PTMP_L138_512_09011615,ETMP_L138_1000014969_0901,L138,The Dog Stars,film,2026-09-01,16:15,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000014969.html,Réal: Ridley Scott | Langue:VF | Version:DUBBED,fiction,,"Dans un futur proche où une pandémie sans nom a décimé la société américaine, Hig, un pilote vit sur une base aérienne abandonnée du Colorado avec son chien et un ex-marine. Lorsqu'une transmission aléatoire passe par la radio de son Cessna 1956, la voix fait naître au plus profond du pilote l'espoir qu'une vie meilleure existe en dehors de leur périmètre étroitement contrôlé...",https://fr.web.img3.acsta.net/img/49/53/4953b0ca2f415faf7afb40c6cf9c1cf5.jpg,https://s.pathe.fr/en/V3364S188667/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,119,tout_public,VF,2026-08-24T15:25:45,F0005,cine,,pitch,basse,fiction|social
PTMP_L138_545_09011630,ETMP_L138_1000019899_0901,L138,Juste pour une nuit,film,2026-09-01,16:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000019899.html,Réal: Will Gluck | Langue:VF | Version:DUBBED,fiction,,"Dans un New York légèrement dystopique où les relations hors mariage sont interdites, Allie et Owen, deux inconnus en manque d’amour qui vont se croiser lors de la seule nuit de l’année où les célibataires sont autorisés à coucher ensemble.",https://fr.web.img3.acsta.net/img/3e/e5/3ee55833da929172da915df8db4d24b0.jpg,https://s.pathe.fr/en/V3364S188669/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,102,tout_public,VF,2026-08-24T15:25:45,F0037,cine,,pitch,basse,fiction|romance|amour
PTMP_L138_513_09011645,ETMP_L138_1000014969_0901,L138,The Dog Stars,film,2026-09-01,16:45,,"E_4DX,PLF",,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000014969.html,Réal: Ridley Scott | Langue:VF | Version:DUBBED,fiction,,"Dans un futur proche où une pandémie sans nom a décimé la société américaine, Hig, un pilote vit sur une base aérienne abandonnée du Colorado avec son chien et un ex-marine. Lorsqu'une transmission aléatoire passe par la radio de son Cessna 1956, la voix fait naître au plus profond du pilote l'espoir qu'une vie meilleure existe en dehors de leur périmètre étroitement contrôlé...",https://fr.web.img3.acsta.net/img/49/53/4953b0ca2f415faf7afb40c6cf9c1cf5.jpg,https://s.pathe.fr/en/V3364S188671/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,119,tout_public,VF,2026-08-24T15:25:45,F0005,cine,,pitch,basse,fiction|social
PTMP_L138_547_09011645,ETMP_L138_314503_0901,L138,La fin d’Oak Street,film,2026-09-01,16:45,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=314503.html,Réal: David Robert Mitchell | Langue:VF | Version:DUBBED,fiction,,"Suite à un étrange événement cosmique, le quartier d’Oak Street se retrouve transporté en un lieu mystérieux. Les Platt, qui ne reconnaissent plus leur environnement familier, ne tardent pas à comprendre qu’il leur faut absolument rester unis s’ils veulent s’en sortir.",https://fr.web.img6.acsta.net/img/2b/1b/2b1bc2ebbf00d185baa83a18177317c6.jpg,https://s.pathe.fr/en/V3364S188670/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,100,tout_public,VF,2026-08-24T15:25:45,F0006,cine,,pitch,basse,fiction
PTMP_L138_519_09011715,ETMP_L138_321617_0901,L138,Bombonera,film,2026-09-01,17:15,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=321617.html,Réal: Syrine Boulanouar | Langue:VF | Version:LOCAL,fiction,,"Enzo, sans domicile, enchaîne les arnaques sur le dos de jeunes prodiges du ballon. Lors de la sélection des joueurs en vue d’un important tournoi de streetfoot dans son stade, il entrevoit un très grand potentiel en la personne de Lisa, 14 ans, jeune fille déterminée à devenir la première femme à jouer parmi des garçons…",https://fr.web.img2.acsta.net/img/fe/2d/fe2d216ab8e9ede95871ac7b99d049eb.jpg,https://s.pathe.fr/en/V3364S188675/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,87,tout_public,VF,2026-08-24T15:25:45,F0019,cine,,pitch,basse,fiction
PTMP_L138_554_09011715,ETMP_L138_276608_0901,L138,Spider-Man: Brand New Day,film,2026-09-01,17:15,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=276608.html,Réal: Destin Daniel Cretton | Langue:VF | Version:DUBBED,fiction,,"C’est un tout nouveau jour pour Peter Parker Dans un monde qui ne se souvient plus de lui, il poursuit sans relâche sa lutte contre la criminalité. Mais le sentiment d’avoir été oublié par ses amis qui avancent désormais sans lui provoque un changement chez Peter qu’il n’est peut-être pas en mesure de contrôler. Et pourtant, c’est cette mutation qui pourrait être sa seule chance de s’opposer à un adversaire terrifiant, capable d’agir sans jamais être repéré et prêt à s’attaquer à la ville et à t",https://fr.web.img5.acsta.net/img/cd/90/cd90255ae37ff659dab73bd1c422c9b5.jpg,https://s.pathe.fr/en/V3364S188674/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,145,tout_public,VF,2026-08-24T15:25:45,F0001,cine,,pitch,basse,fiction|amitie
PTMP_L138_532_09011730,ETMP_L138_1000013045_0901,L138,L'Odyssée,film,2026-09-01,17:30,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000013045.html,Réal: Christopher Nolan | Langue:VF | Version:DUBBED,fiction,,"L’Odyssée est une épopée mythique tournée à travers le monde qui suit le retour d'Ulysse vers Ithaque. Pour la première fois, la saga fondatrice d'Homère est portée sur les écrans de manière spectaculaire avec la toute dernière technologie IMAX.",https://fr.web.img6.acsta.net/img/a7/70/a770a3822c90a655af05961cda53f3a1.jpg,https://s.pathe.fr/en/V3364S188676/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,173,Interdit - 12 ans,VF,2026-08-24T15:25:45,F0002,cine,,pitch,basse,fiction|concert
PTMP_L138_524_09011810,ETMP_L138_1000002942_0901,L138,Mutiny,film,2026-09-01,18:10,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000002942.html,Réal: Jean-François Richet | Langue:VF | Version:DUBBED,fiction,,"Cole Reed, ancien agent des forces spéciales reconverti en chef de sécurité, est accusé à tort du meurtre de son patron. Remontant le fil de la machination dont il est victime, il se retrouve piégé à bord d’un porte-conteneurs dont l’équipage est composé de mercenaires. En haute mer, Reed ne pourra compter sur aucune aide…",https://fr.web.img6.acsta.net/img/f6/c9/f6c9bc96111477a457737412606a7dd7.jpg,https://s.pathe.fr/en/V3364S188679/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,95,Interdit - 12 ans,VF,2026-08-24T15:25:45,F0013,cine,intense,pitch,haute,fiction|thriller|crime
PTMP_L138_541_09011810,ETMP_L138_1000032856_0901,L138,Tombé du ciel,film,2026-09-01,18:10,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000032856.html,Réal: Mohamed Hamidi | Langue:VF | Version:LOCAL,animation_jeune_public,,"Ilyes mène une vie joyeuse dans la banlieue de Roubaix. Seul problème : le bac. Après avoir échoué deux fois, c’est sa dernière chance de l’avoir et de rendre enfin fier ses parents. Mais un incendie survient pendant le bac blanc, et on l’accuse d’en être à l’origine… Exclu de son lycée, il doit quitter son quartier et aller dans le seul établissement qui l’accepte : le pensionnat catholique de Saint-Albert-le-Grand, en Bourgogne. Entre choc des cultures et quête de rédemption, Ilyes va devoir s",https://fr.web.img5.acsta.net/img/78/a7/78a70db88122966584f6dd674da06a6d.jpg,https://s.pathe.fr/en/V3364S188678/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,92,tout_public,VF,2026-08-24T15:25:45,F0004,cine,,pitch,basse,animation|famille|jeunesse
PTMP_L138_511_09011900,ETMP_L138_1000014969_0901,L138,The Dog Stars,film,2026-09-01,19:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000014969.html,Réal: Ridley Scott | Langue:VOSTFR | Version:ORIGINAL,fiction,,"Dans un futur proche où une pandémie sans nom a décimé la société américaine, Hig, un pilote vit sur une base aérienne abandonnée du Colorado avec son chien et un ex-marine. Lorsqu'une transmission aléatoire passe par la radio de son Cessna 1956, la voix fait naître au plus profond du pilote l'espoir qu'une vie meilleure existe en dehors de leur périmètre étroitement contrôlé...",https://fr.web.img3.acsta.net/img/49/53/4953b0ca2f415faf7afb40c6cf9c1cf5.jpg,https://s.pathe.fr/en/V3364S188682/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,119,tout_public,VOSTFR,2026-08-24T15:25:45,F0005,cine,,pitch,basse,fiction|social
PTMP_L138_520_09011900,ETMP_L138_321617_0901,L138,Bombonera,film,2026-09-01,19:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=321617.html,Réal: Syrine Boulanouar | Langue:VF | Version:LOCAL,fiction,,"Enzo, sans domicile, enchaîne les arnaques sur le dos de jeunes prodiges du ballon. Lors de la sélection des joueurs en vue d’un important tournoi de streetfoot dans son stade, il entrevoit un très grand potentiel en la personne de Lisa, 14 ans, jeune fille déterminée à devenir la première femme à jouer parmi des garçons…",https://fr.web.img2.acsta.net/img/fe/2d/fe2d216ab8e9ede95871ac7b99d049eb.jpg,https://s.pathe.fr/en/V3364S188701/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,87,tout_public,VF,2026-08-24T15:25:45,F0019,cine,,pitch,basse,fiction
PTMP_L138_530_09011900,ETMP_L138_1000013045_0901,L138,L'Odyssée,film,2026-09-01,19:00,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000013045.html,Réal: Christopher Nolan | Langue:VOSTFR | Version:ORIGINAL,fiction,,"L’Odyssée est une épopée mythique tournée à travers le monde qui suit le retour d'Ulysse vers Ithaque. Pour la première fois, la saga fondatrice d'Homère est portée sur les écrans de manière spectaculaire avec la toute dernière technologie IMAX.",https://fr.web.img6.acsta.net/img/a7/70/a770a3822c90a655af05961cda53f3a1.jpg,https://s.pathe.fr/en/V3364S188680/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,173,Interdit - 12 ans,VOSTFR,2026-08-24T15:25:45,F0002,cine,,pitch,basse,fiction|concert
PTMP_L138_538_09011915,ETMP_L138_134925_0901,L138,Harry Potter et les reliques de la mort - partie 2,film,2026-09-01,19:15,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=134925.html,Réal: David Yates | Langue:VF | Version:DUBBED,patrimoine_retro,,"Dans la 2e Partie de cet épisode final, le combat entre les puissances du bien et du mal de l’univers des sorciers se transforme en guerre sans merci. Les enjeux n’ont jamais été si considérables et personne n’est en sécurité.",https://fr.web.img3.acsta.net/medias/nmedia/18/78/64/49/19762436.jpg,https://s.pathe.fr/en/V3364S185588/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,130,tout_public,VF,2026-08-24T15:25:45,F0097,cine,,pitch,basse,patrimoine|retro|historique|action|guerre
PTMP_L138_548_09011915,ETMP_L138_314503_0901,L138,La fin d’Oak Street,film,2026-09-01,19:15,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=314503.html,Réal: David Robert Mitchell | Langue:VF | Version:DUBBED,fiction,,"Suite à un étrange événement cosmique, le quartier d’Oak Street se retrouve transporté en un lieu mystérieux. Les Platt, qui ne reconnaissent plus leur environnement familier, ne tardent pas à comprendre qu’il leur faut absolument rester unis s’ils veulent s’en sortir.",https://fr.web.img6.acsta.net/img/2b/1b/2b1bc2ebbf00d185baa83a18177317c6.jpg,https://s.pathe.fr/en/V3364S188683/booking?utm_source=allocine&utm_medium=allocine&utm_campaign=partenaire-allocine&partenaire=allocine,100,tout_public,VF,2026-08-24T15:25:45,F0006,cine,,pitch,basse,fiction
